Pattern size,Pattern ID,Pattern frequency,Pattern repos,Pattern commits,Sample ID,Repository,Datetime,Repo directory,Commit hash,Commit_message,Is bug fix
10,787,5,1,2,24489202,https://github.com/tensorpack/tensorpack.git,14.04.2016 02:49:31,/data/stairs/batch5DL/tensorpack,9a4e6d9dfd4aaa994eee77f04e6b3947425b1334,use sparse softmax,FALSE
10,787,5,1,2,24489206,https://github.com/tensorpack/tensorpack.git,14.04.2016 02:49:31,/data/stairs/batch5DL/tensorpack,9a4e6d9dfd4aaa994eee77f04e6b3947425b1334,use sparse softmax,FALSE
10,1085,3,1,2,25566929,https://github.com/GPflow/GPflow.git,27.03.2016 19:12:55,/data/stairs/batch5DL/GPflow,b51a60524a711f3017221a36f71e98282c6f341a,ensuring full_cov sizes are consistent in gpmc. sgpmc,FALSE
10,1085,3,1,2,25566926,https://github.com/GPflow/GPflow.git,27.03.2016 19:50:43,/data/stairs/batch5DL/GPflow,71eafc844c57c0e5dceffba9aeea3bf91ea2e154,FIX: missing conditional import in sgpmc,TRUE
10,1085,3,1,2,25566932,https://github.com/GPflow/GPflow.git,27.03.2016 19:12:55,/data/stairs/batch5DL/GPflow,b51a60524a711f3017221a36f71e98282c6f341a,ensuring full_cov sizes are consistent in gpmc. sgpmc,FALSE
10,970,11,1,1,25358878,https://github.com/allenai/allennlp.git,14.01.2020 10:25:17,/data/stairs/batch5DL/allennlp,ae69b9ea7807e25c1cab23c4d148a15f1eaaa180,Allow registering specific methods to use as constructors (#3550)* Got initial version working* Revert checkpointer change. remove prints* Revert Embedding -> TokenEmbedder change. other minor things* black* flake* mypy* failing test and mypy* Revert changes to pos tag indexer test* flake* Add examples to docstring,FALSE
10,970,11,1,1,25358864,https://github.com/allenai/allennlp.git,14.01.2020 10:25:17,/data/stairs/batch5DL/allennlp,ae69b9ea7807e25c1cab23c4d148a15f1eaaa180,Allow registering specific methods to use as constructors (#3550)* Got initial version working* Revert checkpointer change. remove prints* Revert Embedding -> TokenEmbedder change. other minor things* black* flake* mypy* failing test and mypy* Revert changes to pos tag indexer test* flake* Add examples to docstring,FALSE
10,970,11,1,1,25358873,https://github.com/allenai/allennlp.git,14.01.2020 10:25:17,/data/stairs/batch5DL/allennlp,ae69b9ea7807e25c1cab23c4d148a15f1eaaa180,Allow registering specific methods to use as constructors (#3550)* Got initial version working* Revert checkpointer change. remove prints* Revert Embedding -> TokenEmbedder change. other minor things* black* flake* mypy* failing test and mypy* Revert changes to pos tag indexer test* flake* Add examples to docstring,FALSE
10,970,11,1,1,25358869,https://github.com/allenai/allennlp.git,14.01.2020 10:25:17,/data/stairs/batch5DL/allennlp,ae69b9ea7807e25c1cab23c4d148a15f1eaaa180,Allow registering specific methods to use as constructors (#3550)* Got initial version working* Revert checkpointer change. remove prints* Revert Embedding -> TokenEmbedder change. other minor things* black* flake* mypy* failing test and mypy* Revert changes to pos tag indexer test* flake* Add examples to docstring,FALSE
10,970,11,1,1,25358859,https://github.com/allenai/allennlp.git,14.01.2020 10:25:17,/data/stairs/batch5DL/allennlp,ae69b9ea7807e25c1cab23c4d148a15f1eaaa180,Allow registering specific methods to use as constructors (#3550)* Got initial version working* Revert checkpointer change. remove prints* Revert Embedding -> TokenEmbedder change. other minor things* black* flake* mypy* failing test and mypy* Revert changes to pos tag indexer test* flake* Add examples to docstring,FALSE
10,970,11,1,1,25358861,https://github.com/allenai/allennlp.git,14.01.2020 10:25:17,/data/stairs/batch5DL/allennlp,ae69b9ea7807e25c1cab23c4d148a15f1eaaa180,Allow registering specific methods to use as constructors (#3550)* Got initial version working* Revert checkpointer change. remove prints* Revert Embedding -> TokenEmbedder change. other minor things* black* flake* mypy* failing test and mypy* Revert changes to pos tag indexer test* flake* Add examples to docstring,FALSE
10,970,11,1,1,25358866,https://github.com/allenai/allennlp.git,14.01.2020 10:25:17,/data/stairs/batch5DL/allennlp,ae69b9ea7807e25c1cab23c4d148a15f1eaaa180,Allow registering specific methods to use as constructors (#3550)* Got initial version working* Revert checkpointer change. remove prints* Revert Embedding -> TokenEmbedder change. other minor things* black* flake* mypy* failing test and mypy* Revert changes to pos tag indexer test* flake* Add examples to docstring,FALSE
10,970,11,1,1,25358881,https://github.com/allenai/allennlp.git,14.01.2020 10:25:17,/data/stairs/batch5DL/allennlp,ae69b9ea7807e25c1cab23c4d148a15f1eaaa180,Allow registering specific methods to use as constructors (#3550)* Got initial version working* Revert checkpointer change. remove prints* Revert Embedding -> TokenEmbedder change. other minor things* black* flake* mypy* failing test and mypy* Revert changes to pos tag indexer test* flake* Add examples to docstring,FALSE
10,970,11,1,1,25358879,https://github.com/allenai/allennlp.git,14.01.2020 10:25:17,/data/stairs/batch5DL/allennlp,ae69b9ea7807e25c1cab23c4d148a15f1eaaa180,Allow registering specific methods to use as constructors (#3550)* Got initial version working* Revert checkpointer change. remove prints* Revert Embedding -> TokenEmbedder change. other minor things* black* flake* mypy* failing test and mypy* Revert changes to pos tag indexer test* flake* Add examples to docstring,FALSE
10,970,11,1,1,25358874,https://github.com/allenai/allennlp.git,14.01.2020 10:25:17,/data/stairs/batch5DL/allennlp,ae69b9ea7807e25c1cab23c4d148a15f1eaaa180,Allow registering specific methods to use as constructors (#3550)* Got initial version working* Revert checkpointer change. remove prints* Revert Embedding -> TokenEmbedder change. other minor things* black* flake* mypy* failing test and mypy* Revert changes to pos tag indexer test* flake* Add examples to docstring,FALSE
10,970,11,1,1,25358860,https://github.com/allenai/allennlp.git,14.01.2020 10:25:17,/data/stairs/batch5DL/allennlp,ae69b9ea7807e25c1cab23c4d148a15f1eaaa180,Allow registering specific methods to use as constructors (#3550)* Got initial version working* Revert checkpointer change. remove prints* Revert Embedding -> TokenEmbedder change. other minor things* black* flake* mypy* failing test and mypy* Revert changes to pos tag indexer test* flake* Add examples to docstring,FALSE
10,683,3,1,1,23582379,https://github.com/NTMC-Community/MatchZoo.git,13.12.2017 00:59:07,/data/stairs/batch4DL/MatchZoo,e748483140fcaba60db3951b6a23c022665372f2,triletter generator bug fixed,TRUE
10,683,3,1,1,23582380,https://github.com/NTMC-Community/MatchZoo.git,13.12.2017 00:59:07,/data/stairs/batch4DL/MatchZoo,e748483140fcaba60db3951b6a23c022665372f2,triletter generator bug fixed,TRUE
10,683,3,1,1,23582381,https://github.com/NTMC-Community/MatchZoo.git,13.12.2017 00:59:07,/data/stairs/batch4DL/MatchZoo,e748483140fcaba60db3951b6a23c022665372f2,triletter generator bug fixed,TRUE
10,1,4,1,1,810,https://github.com/aleju/imgaug.git,16.10.2019 11:42:23,/data/stairs/batch5DL/imgaug,9de5d3dea091f7c38fdd484688ec3f591521626e,Improve tests for fit_output in PerspT,FALSE
10,1,4,1,1,812,https://github.com/aleju/imgaug.git,16.10.2019 11:42:23,/data/stairs/batch5DL/imgaug,9de5d3dea091f7c38fdd484688ec3f591521626e,Improve tests for fit_output in PerspT,FALSE
10,1,4,1,1,811,https://github.com/aleju/imgaug.git,16.10.2019 11:42:23,/data/stairs/batch5DL/imgaug,9de5d3dea091f7c38fdd484688ec3f591521626e,Improve tests for fit_output in PerspT,FALSE
10,1,4,1,1,813,https://github.com/aleju/imgaug.git,16.10.2019 11:42:23,/data/stairs/batch5DL/imgaug,9de5d3dea091f7c38fdd484688ec3f591521626e,Improve tests for fit_output in PerspT,FALSE
10,341,3,2,2,4694721,https://github.com/deepmipt/DeepPavlov.git,24.01.2018 14:15:11,/data/stairs/batch5DL/DeepPavlov,d86f0ef86868899b112ac61e598a3333fac66ad2,chore: Merge with dev,FALSE
10,341,3,2,2,4694719,https://github.com/deepmipt/DeepPavlov.git,24.01.2018 14:15:11,/data/stairs/batch5DL/DeepPavlov,d86f0ef86868899b112ac61e598a3333fac66ad2,chore: Merge with dev,FALSE
10,341,3,2,2,4694724,https://github.com/keras-team/keras.git,16.07.2015 15:18:34,/data/stairs/batch6DL/keras,43d84368c62aebd3976177de6be486b417e462ad,Fixes in yaml serialization,TRUE
10,202,3,1,1,2396293,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
10,202,3,1,1,2396294,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
10,202,3,1,1,2396295,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
10,364,3,1,1,4702231,https://github.com/keras-team/autokeras.git,25.06.2019 10:48:51,/data/stairs/batch3DL/autokeras,439637f8f85fe29a13389fc828b3d9f1558872f9,Blocks (#680)* legacy* new files* Update demo.py* test tunner bug fixed* classes and funtions in the demo created* network implemented not tested* travis to ignore legacy tests* test connectedHyperparameter* test fixed* some basic blocks implemented* still debuging* basic test for hypergraph passed* merge layer implemented* hyper_graph fully tested* more args added to auto model* test fixed* local changes* test auto_model* auto_model fit signature changed for validation data* super classes extending object* change n_ to num_* refactored automodel to extend hypermodel and removed tuner from signature* rename HyperNode to Node. TextInput added* rename HyperGraph to GraphAutoModel extending AutoModel* refactor hyperhead. removed tensor heads* removed unnecessary blocks. rename build_output to build* changed some functions and attributes to private* remove trails from AutoModel public API* test cases changed accordingly* import modules instead of objects* tuner deleted from AutoModel contructor* change trails to num_trials* use the same quote sign* revised auto pipeline docs* removed compile from AutoModel* loss and metrics moved to hyper heads* do not flatten by default in hyperheads* inputs and outputs down to GraphAutoModel* changed AutoModel* name_scope changed to tf 2.0 and moved to hyperparameters and hypermodel* remove HierarchicalHyperParameters* renaming the tests* auto_pipeline* image module tested* image regressor tested* removed some requirements* update tf to 2.0 beta* Refactor (#646)* super classes extending object* change n_ to num_* refactored automodel to extend hypermodel and removed tuner from signature* rename HyperNode to Node. TextInput added* rename HyperGraph to GraphAutoModel extending AutoModel* refactor hyperhead. removed tensor heads* removed unnecessary blocks. rename build_output to build* changed some functions and attributes to private* remove trails from AutoModel public API* test cases changed accordingly* import modules instead of objects* tuner deleted from AutoModel contructor* change trails to num_trials* use the same quote sign* revised auto pipeline docs* removed compile from AutoModel* loss and metrics moved to hyper heads* do not flatten by default in hyperheads* inputs and outputs down to GraphAutoModel* changed AutoModel* name_scope changed to tf 2.0 and moved to hyperparameters and hypermodel* remove HierarchicalHyperParameters* renaming some variables and make private some members* demo update* remove legacy* test fixed* changed setup.py* Update hyper_block.pyImprove the DenseBlock: Add some other layers'category to it.* Update hyper_block.py* pep8 style fix* changed docstrings to use markdown* renaming some of the variables and classes* extracted check new and old search space to tuner base class* fixing some pylint issues* change the normalization to use mean and stddev only* [MRG] XceptionBlock implemented (#653) (#656)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* RNN.GRU and LSTM blocks* RNN.GRU.LSTM block* Reverting RNN changes* rnn.gru.lstm blocks (#664)* [MRG] Improve DenseBlock (#655)* Update hyper_block.pyImprove the DenseBlock: Add some other layers'category to it.* Update hyper_block.py* Improve DenseBlockAdd some other kind of layers to DenseBlock* Update hyper_block.py* [MRG] (Tunable) XceptionBlock implemented (#653) (#666)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* Tunable Xception Block* Tunable Xception Block* Tunable Xception Block* [MRG] Fix review comments and enforce 3-D inputs (#667)* rnn.gru.lstm blocks* review comments and enforce 3-D timeseries input* import statements updated* accommodate > 3 dim input* dependency* dependency changed to keras-tuner* pep8 formatting* [MRG] XceptionBlock implemented (#653) (#656)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* RNN.GRU and LSTM blocks* RNN.GRU.LSTM block* Reverting RNN changes* rnn.gru.lstm blocks (#664)* [MRG] Improve DenseBlock (#655)* Update hyper_block.pyImprove the DenseBlock: Add some other layers'category to it.* Update hyper_block.py* Improve DenseBlockAdd some other kind of layers to DenseBlock* Update hyper_block.py* [MRG] (Tunable) XceptionBlock implemented (#653) (#666)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* Tunable Xception Block* Tunable Xception Block* Tunable Xception Block* [MRG] Fix review comments and enforce 3-D inputs (#667)* rnn.gru.lstm blocks* review comments and enforce 3-D timeseries input* import statements updated* accommodate > 3 dim input* use tmp dir for testing* style fixes,TRUE
10,364,3,1,1,4702233,https://github.com/keras-team/autokeras.git,25.06.2019 10:48:51,/data/stairs/batch3DL/autokeras,439637f8f85fe29a13389fc828b3d9f1558872f9,Blocks (#680)* legacy* new files* Update demo.py* test tunner bug fixed* classes and funtions in the demo created* network implemented not tested* travis to ignore legacy tests* test connectedHyperparameter* test fixed* some basic blocks implemented* still debuging* basic test for hypergraph passed* merge layer implemented* hyper_graph fully tested* more args added to auto model* test fixed* local changes* test auto_model* auto_model fit signature changed for validation data* super classes extending object* change n_ to num_* refactored automodel to extend hypermodel and removed tuner from signature* rename HyperNode to Node. TextInput added* rename HyperGraph to GraphAutoModel extending AutoModel* refactor hyperhead. removed tensor heads* removed unnecessary blocks. rename build_output to build* changed some functions and attributes to private* remove trails from AutoModel public API* test cases changed accordingly* import modules instead of objects* tuner deleted from AutoModel contructor* change trails to num_trials* use the same quote sign* revised auto pipeline docs* removed compile from AutoModel* loss and metrics moved to hyper heads* do not flatten by default in hyperheads* inputs and outputs down to GraphAutoModel* changed AutoModel* name_scope changed to tf 2.0 and moved to hyperparameters and hypermodel* remove HierarchicalHyperParameters* renaming the tests* auto_pipeline* image module tested* image regressor tested* removed some requirements* update tf to 2.0 beta* Refactor (#646)* super classes extending object* change n_ to num_* refactored automodel to extend hypermodel and removed tuner from signature* rename HyperNode to Node. TextInput added* rename HyperGraph to GraphAutoModel extending AutoModel* refactor hyperhead. removed tensor heads* removed unnecessary blocks. rename build_output to build* changed some functions and attributes to private* remove trails from AutoModel public API* test cases changed accordingly* import modules instead of objects* tuner deleted from AutoModel contructor* change trails to num_trials* use the same quote sign* revised auto pipeline docs* removed compile from AutoModel* loss and metrics moved to hyper heads* do not flatten by default in hyperheads* inputs and outputs down to GraphAutoModel* changed AutoModel* name_scope changed to tf 2.0 and moved to hyperparameters and hypermodel* remove HierarchicalHyperParameters* renaming some variables and make private some members* demo update* remove legacy* test fixed* changed setup.py* Update hyper_block.pyImprove the DenseBlock: Add some other layers'category to it.* Update hyper_block.py* pep8 style fix* changed docstrings to use markdown* renaming some of the variables and classes* extracted check new and old search space to tuner base class* fixing some pylint issues* change the normalization to use mean and stddev only* [MRG] XceptionBlock implemented (#653) (#656)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* RNN.GRU and LSTM blocks* RNN.GRU.LSTM block* Reverting RNN changes* rnn.gru.lstm blocks (#664)* [MRG] Improve DenseBlock (#655)* Update hyper_block.pyImprove the DenseBlock: Add some other layers'category to it.* Update hyper_block.py* Improve DenseBlockAdd some other kind of layers to DenseBlock* Update hyper_block.py* [MRG] (Tunable) XceptionBlock implemented (#653) (#666)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* Tunable Xception Block* Tunable Xception Block* Tunable Xception Block* [MRG] Fix review comments and enforce 3-D inputs (#667)* rnn.gru.lstm blocks* review comments and enforce 3-D timeseries input* import statements updated* accommodate > 3 dim input* dependency* dependency changed to keras-tuner* pep8 formatting* [MRG] XceptionBlock implemented (#653) (#656)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* RNN.GRU and LSTM blocks* RNN.GRU.LSTM block* Reverting RNN changes* rnn.gru.lstm blocks (#664)* [MRG] Improve DenseBlock (#655)* Update hyper_block.pyImprove the DenseBlock: Add some other layers'category to it.* Update hyper_block.py* Improve DenseBlockAdd some other kind of layers to DenseBlock* Update hyper_block.py* [MRG] (Tunable) XceptionBlock implemented (#653) (#666)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* Tunable Xception Block* Tunable Xception Block* Tunable Xception Block* [MRG] Fix review comments and enforce 3-D inputs (#667)* rnn.gru.lstm blocks* review comments and enforce 3-D timeseries input* import statements updated* accommodate > 3 dim input* use tmp dir for testing* style fixes,TRUE
10,364,3,1,1,4702234,https://github.com/keras-team/autokeras.git,25.06.2019 10:48:51,/data/stairs/batch3DL/autokeras,439637f8f85fe29a13389fc828b3d9f1558872f9,Blocks (#680)* legacy* new files* Update demo.py* test tunner bug fixed* classes and funtions in the demo created* network implemented not tested* travis to ignore legacy tests* test connectedHyperparameter* test fixed* some basic blocks implemented* still debuging* basic test for hypergraph passed* merge layer implemented* hyper_graph fully tested* more args added to auto model* test fixed* local changes* test auto_model* auto_model fit signature changed for validation data* super classes extending object* change n_ to num_* refactored automodel to extend hypermodel and removed tuner from signature* rename HyperNode to Node. TextInput added* rename HyperGraph to GraphAutoModel extending AutoModel* refactor hyperhead. removed tensor heads* removed unnecessary blocks. rename build_output to build* changed some functions and attributes to private* remove trails from AutoModel public API* test cases changed accordingly* import modules instead of objects* tuner deleted from AutoModel contructor* change trails to num_trials* use the same quote sign* revised auto pipeline docs* removed compile from AutoModel* loss and metrics moved to hyper heads* do not flatten by default in hyperheads* inputs and outputs down to GraphAutoModel* changed AutoModel* name_scope changed to tf 2.0 and moved to hyperparameters and hypermodel* remove HierarchicalHyperParameters* renaming the tests* auto_pipeline* image module tested* image regressor tested* removed some requirements* update tf to 2.0 beta* Refactor (#646)* super classes extending object* change n_ to num_* refactored automodel to extend hypermodel and removed tuner from signature* rename HyperNode to Node. TextInput added* rename HyperGraph to GraphAutoModel extending AutoModel* refactor hyperhead. removed tensor heads* removed unnecessary blocks. rename build_output to build* changed some functions and attributes to private* remove trails from AutoModel public API* test cases changed accordingly* import modules instead of objects* tuner deleted from AutoModel contructor* change trails to num_trials* use the same quote sign* revised auto pipeline docs* removed compile from AutoModel* loss and metrics moved to hyper heads* do not flatten by default in hyperheads* inputs and outputs down to GraphAutoModel* changed AutoModel* name_scope changed to tf 2.0 and moved to hyperparameters and hypermodel* remove HierarchicalHyperParameters* renaming some variables and make private some members* demo update* remove legacy* test fixed* changed setup.py* Update hyper_block.pyImprove the DenseBlock: Add some other layers'category to it.* Update hyper_block.py* pep8 style fix* changed docstrings to use markdown* renaming some of the variables and classes* extracted check new and old search space to tuner base class* fixing some pylint issues* change the normalization to use mean and stddev only* [MRG] XceptionBlock implemented (#653) (#656)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* RNN.GRU and LSTM blocks* RNN.GRU.LSTM block* Reverting RNN changes* rnn.gru.lstm blocks (#664)* [MRG] Improve DenseBlock (#655)* Update hyper_block.pyImprove the DenseBlock: Add some other layers'category to it.* Update hyper_block.py* Improve DenseBlockAdd some other kind of layers to DenseBlock* Update hyper_block.py* [MRG] (Tunable) XceptionBlock implemented (#653) (#666)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* Tunable Xception Block* Tunable Xception Block* Tunable Xception Block* [MRG] Fix review comments and enforce 3-D inputs (#667)* rnn.gru.lstm blocks* review comments and enforce 3-D timeseries input* import statements updated* accommodate > 3 dim input* dependency* dependency changed to keras-tuner* pep8 formatting* [MRG] XceptionBlock implemented (#653) (#656)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* RNN.GRU and LSTM blocks* RNN.GRU.LSTM block* Reverting RNN changes* rnn.gru.lstm blocks (#664)* [MRG] Improve DenseBlock (#655)* Update hyper_block.pyImprove the DenseBlock: Add some other layers'category to it.* Update hyper_block.py* Improve DenseBlockAdd some other kind of layers to DenseBlock* Update hyper_block.py* [MRG] (Tunable) XceptionBlock implemented (#653) (#666)* Jun 9. not yet* XceptionBlock* XceptionBlock* XceptionBlock* Tunable Xception Block* Tunable Xception Block* Tunable Xception Block* [MRG] Fix review comments and enforce 3-D inputs (#667)* rnn.gru.lstm blocks* review comments and enforce 3-D timeseries input* import statements updated* accommodate > 3 dim input* use tmp dir for testing* style fixes,TRUE
10,1797,3,1,1,37198053,https://github.com/OpenMined/PySyft.git,03.06.2019 17:28:18,/data/stairs/batch6DL/PySyft,a11846dedc2bea0bbcedcea0b8f81802f2c89560,run tests using tfe.LocalConfig,FALSE
10,1797,3,1,1,37198055,https://github.com/OpenMined/PySyft.git,03.06.2019 17:28:18,/data/stairs/batch6DL/PySyft,a11846dedc2bea0bbcedcea0b8f81802f2c89560,run tests using tfe.LocalConfig,FALSE
10,1797,3,1,1,37198054,https://github.com/OpenMined/PySyft.git,03.06.2019 17:28:18,/data/stairs/batch6DL/PySyft,a11846dedc2bea0bbcedcea0b8f81802f2c89560,run tests using tfe.LocalConfig,FALSE
10,1270,7,1,2,27404405,https://github.com/tensorflow/tensor2tensor.git,02.01.2020 02:42:35,/data/stairs/batch6DL/tensor2tensor,1834e5614221163a63656a9f9f21a55f13d5bee4,internalPiperOrigin-RevId: 287810815,FALSE
10,1270,7,1,2,27404400,https://github.com/tensorflow/tensor2tensor.git,20.11.2019 21:27:03,/data/stairs/batch6DL/tensor2tensor,b3610a221f614c6c5cd5f11941d3c0775a48716f, - Bump up T2T version to 1.15.0 in lockstep with TF 1.15 - Add tf_slim as a requirement. for tf.contrib.slim replacement. - Delete `attacks` and `pruning_strategies` they are aliases of `attack` and `pruning_strategy` respectively.PiperOrigin-RevId: 281670284,FALSE
10,1270,7,1,2,27404404,https://github.com/tensorflow/tensor2tensor.git,02.01.2020 02:42:35,/data/stairs/batch6DL/tensor2tensor,1834e5614221163a63656a9f9f21a55f13d5bee4,internalPiperOrigin-RevId: 287810815,FALSE
